case;event;time;Resource
1104;2;20.10.2011-08:14:31;8
1104;2;20.10.2011-08:14:31;8
1104;3;10.12.2011-13:10:36;4
1105;0;18.07.2012-08:23:30;1
1105;1;18.07.2012-08:23:42;1
1105;2;18.07.2012-12:24:11;1
1105;3;02.09.2012-08:30:17;4
1106;0;13.10.2011-07:17:13;0
1106;1;14.10.2011-12:41:30;8
1106;2;14.10.2011-13:22:09;8
1106;3;15.11.2011-08:20:41;4
1107;0;01.03.2011-08:24:41;7
1107;1;01.03.2011-08:25:14;7
1107;2;01.03.2011-11:29:13;1
1107;3;03.04.2011-07:31:40;4
1108;0;19.04.2013-14:15:35;13
1108;1;26.04.2013-10:01:22;8
1108;5;29.04.2013-10:35:28;8
1108;2;06.05.2013-07:34:25;8
1108;3;21.05.2013-07:34:36;2
1109;0;10.07.2013-09:39:15;8
1109;1;10.07.2013-09:41:19;8
1109;5;10.07.2013-09:41:34;8
1109;2;26.07.2013-08:17:04;8
1109;3;10.08.2013-08:17:19;2
1110;0;29.11.2012-10:43:04;0
1110;1;05.12.2012-10:33:55;15
1110;5;05.12.2012-11:39:21;15
1110;1;27.12.2012-08:16:33;10
1110;2;27.12.2012-08:17:41;10
1110;3;11.01.2013-08:18:00;2
1111;0;31.07.2012-14:43:10;0
1111;1;02.08.2012-08:22:59;5
1111;5;14.08.2012-10:57:41;9
1111;5;22.08.2012-15:06:48;15
1111;2;06.09.2012-14:38:27;15
1111;3;21.09.2012-14:38:38;2
1112;0;15.10.2013-15:19:24;13
1112;1;16.10.2013-13:05:01;17
1112;5;16.10.2013-14:07:54;17
1112;2;19.11.2013-08:23:59;17
1112;3;04.12.2013-08:24:18;2
1113;0;25.05.2011-09:38:13;7
1113;1;25.05.2011-09:38:37;7
1113;5;26.05.2011-08:43:14;7
1113;1;01.06.2011-09:54:03;7
1113;1;07.06.2011-07:44:55;1
1113;5;07.06.2011-10:32:28;8
1113;1;07.06.2011-14:24:59;1
1113;5;07.06.2011-14:28:58;1
1113;1;22.06.2011-13:01:13;1
1113;2;22.06.2011-13:02:19;1
1113;3;07.07.2011-13:02:33;4
1114;0;28.02.2012-10:47:09;0
1114;1;28.02.2012-10:47:25;0
1114;2;28.02.2012-16:40:58;0
1114;3;14.04.2012-09:51:26;4
1115;0;30.07.2012-15:42:21;3
1115;1;31.07.2012-15:23:18;12
1115;2;28.08.2012-15:03:21;12
1115;3;12.09.2012-15:03:35;2
1116;0;26.10.2011-15:30:54;3
1116;1;02.11.2011-08:13:17;9
1116;2;02.11.2011-08:13:25;9
1116;3;26.11.2011-16:40:24;4
1117;0;05.09.2011-14:28:02;11
1117;0;09.09.2011-10:03:27;6
1117;1;15.09.2011-10:57:15;1
1117;2;15.09.2011-15:06:12;1
1117;3;06.10.2011-14:31:07;4
1118;0;26.05.2011-08:26:22;7
1118;1;26.05.2011-08:26:50;7
1118;2;31.05.2011-15:00:20;10
1118;3;09.07.2011-08:30:30;4
1119;0;05.01.2012-08:26:10;8
1119;1;05.01.2012-08:26:27;8
1119;2;05.01.2012-10:20:52;8
1119;3;12.02.2012-08:31:29;4
1120;0;28.04.2010-13:40:05;1
1120;1;12.05.2010-09:51:57;1
1120;2;12.05.2010-09:52:03;1
1120;3;29.05.2010-13:50:19;4
1121;0;31.07.2012-07:20:05;0
1121;1;31.07.2012-07:20:14;0
1121;2;31.07.2012-10:24:45;0
1121;3;07.09.2012-07:30:20;4
1122;0;16.11.2010-10:40:24;1
1122;1;16.11.2010-10:40:56;1
1122;2;16.11.2010-11:32:57;1
1122;3;30.12.2010-10:50:27;4
1123;0;06.02.2013-11:13:49;3
1123;1;21.02.2013-09:04:45;10
1123;2;22.02.2013-14:29:36;16
1123;3;09.03.2013-14:29:52;2
1124;0;17.05.2012-14:34:02;0
1124;1;17.05.2012-15:07:53;8
1124;2;18.05.2012-14:22:22;8
1124;3;19.06.2012-14:41:18;4
1125;0;10.01.2012-13:31:21;0
1125;2;13.01.2012-08:28:55;3
1125;2;13.01.2012-08:28:56;3
1125;3;10.02.2012-13:41:18;4
1126;0;18.01.2012-09:39:21;3
1126;1;18.01.2012-11:23:37;12
1126;2;18.01.2012-14:14:02;12
1126;3;18.02.2012-09:40:18;4
1127;0;11.04.2012-12:51:59;0
1127;1;11.04.2012-12:52:12;0
1127;2;16.04.2012-09:54:56;1
1127;3;12.05.2012-13:00:18;4
1128;0;25.11.2013-13:18:40;17
1128;1;09.12.2013-14:29:08;8
1128;5;09.12.2013-16:33:59;8
1128;1;11.12.2013-10:21:24;10
1128;2;18.12.2013-09:49:09;8
1128;3;02.01.2014-09:49:27;2
1129;0;09.02.2010-16:07:04;1
1129;1;09.02.2010-16:07:11;1
1129;2;09.02.2010-16:07:18;1
1129;3;29.03.2010-15:11:23;4
1130;0;28.03.2012-09:03:55;0
1130;1;28.03.2012-09:04:21;0
1130;2;28.03.2012-09:08:00;0
1130;3;28.04.2012-09:10:22;4
1131;0;11.01.2012-10:52:28;0
1131;1;11.01.2012-13:40:05;5
1131;2;18.01.2012-15:15:37;16
1131;3;24.02.2012-11:00:23;4
1132;0;18.01.2012-10:23:55;0
1132;1;18.01.2012-10:24:06;0
1132;2;18.01.2012-13:50:24;0
1132;3;04.03.2012-10:31:13;4
1133;0;17.07.2012-07:22:25;0
1133;1;17.07.2012-07:22:33;0
1133;2;17.07.2012-12:52:35;0
1133;3;01.09.2012-08:14:21;4
1134;0;08.06.2012-08:03:05;8
1134;1;08.06.2012-08:03:28;8
1134;7;14.06.2012-07:56:56;8
1134;2;13.07.2012-13:19:37;8
1134;3;28.07.2012-13:19:53;4
1135;0;12.06.2012-08:23:44;0
1135;2;15.06.2012-06:56:23;0
1135;3;26.07.2012-08:30:38;4
1136;0;18.06.2012-10:44:18;12
1136;1;18.06.2012-14:46:31;12
1136;2;18.06.2012-14:46:46;12
1136;3;03.08.2012-10:50:34;4
1137;0;09.01.2012-16:23:38;0
1137;1;09.01.2012-16:23:57;0
1137;2;17.01.2012-11:49:33;12
1137;3;08.03.2012-16:30:40;4
1138;0;13.12.2011-15:51:46;3
1138;1;13.12.2011-15:52:10;3
1138;2;13.12.2011-16:57:49;3
1138;3;13.01.2012-16:00:22;4
1139;0;19.01.2011-09:17:21;13
1139;1;25.01.2011-10:28:10;8
1139;5;25.01.2011-16:33:05;1
1139;1;09.02.2011-11:37:25;1
1139;2;09.02.2011-11:37:34;1
1139;3;05.03.2011-14:20:39;4
1140;0;11.08.2010-12:41:35;11
1140;1;30.08.2010-15:03:37;8
1140;5;30.08.2010-15:04:04;8
1140;1;13.09.2010-08:50:59;8
1140;5;13.09.2010-08:51:37;8
1140;1;13.09.2010-10:33:01;4
1140;5;13.09.2010-10:33:06;4
1140;1;13.09.2010-10:33:18;4
1140;5;13.09.2010-10:33:27;4
1140;1;20.09.2010-09:04:20;1
1140;2;20.09.2010-09:04:28;1
1140;3;05.10.2010-09:04:36;4
1141;0;05.03.2013-16:34:50;0
1141;1;22.03.2013-09:23:52;0
1141;5;25.03.2013-09:47:35;9
1141;7;25.03.2013-09:47:53;9
1141;5;16.04.2013-07:20:48;9
1141;2;18.04.2013-07:23:12;9
1141;3;03.05.2013-07:23:28;2
1142;0;23.07.2012-11:01:18;3
1142;1;23.07.2012-15:01:05;3
1142;2;25.07.2012-08:28:00;3
1142;3;14.09.2012-11:00:39;4
1143;0;14.02.2013-11:50:14;0
1143;2;15.02.2013-10:53:03;0
1143;1;21.02.2013-08:06:25;0
1143;7;07.03.2013-14:05:52;1
1143;2;07.03.2013-16:50:42;1
1143;3;22.03.2013-16:50:54;2
1144;0;16.10.2012-08:57:53;0
1144;1;08.11.2012-08:16:41;8
1144;5;08.11.2012-08:28:57;8
1144;2;08.11.2012-13:34:25;8
1144;3;23.11.2012-13:34:43;2
1145;0;04.04.2011-10:13:39;1
1145;1;04.04.2011-10:14:04;1
1145;2;04.04.2011-10:16:27;1
1145;3;05.05.2011-10:20:21;4
1146;0;11.01.2011-11:54:55;7
1146;1;14.01.2011-08:33:59;5
1146;2;14.01.2011-08:52:06;5
1146;3;11.03.2011-12:00:54;4
1147;0;14.12.2010-11:04:53;13
1147;1;14.12.2010-11:05:16;13
1147;2;14.12.2010-11:05:33;13
1147;3;27.01.2011-11:10:35;4
1148;0;25.10.2011-07:25:02;3
1148;1;25.10.2011-07:26:54;3
1148;2;25.10.2011-09:50:54;1
1148;3;08.12.2011-08:31:06;4
1149;0;11.10.2010-08:44:04;6
1149;1;11.10.2010-15:25:04;1
1149;2;11.10.2010-15:25:54;1
1149;3;11.11.2010-09:50:24;4
1150;0;24.05.2010-16:34:26;5
1150;1;29.06.2010-16:11:34;14
1150;2;29.06.2010-16:18:05;14
1150;3;14.07.2010-16:18:25;4
1151;0;05.10.2010-08:03:32;1
1151;1;06.10.2010-08:51:51;1
1151;2;06.10.2010-08:59:12;1
1151;3;05.11.2010-09:11:01;4
1152;0;10.01.2012-15:57:01;0
1152;1;16.01.2012-08:53:10;1
1152;5;27.01.2012-15:32:26;1
1152;2;31.01.2012-17:04:22;1
1152;3;01.03.2012-17:04:42;4
1153;0;21.05.2012-07:18:26;0
1153;5;21.05.2012-07:19:22;0
1153;1;21.05.2012-07:26:51;0
1153;2;21.05.2012-08:22:00;0
1153;2;21.05.2012-08:22:01;0
1153;3;21.06.2012-07:30:37;4
1154;0;16.09.2010-12:40:30;8
1154;1;22.09.2010-13:06:53;1
1154;5;23.09.2010-08:55:05;1
1154;1;30.09.2010-13:01:01;1
1154;2;30.09.2010-13:01:10;1
1154;3;14.11.2010-14:01:36;4
1155;0;04.11.2013-14:54:01;13
1155;1;20.11.2013-08:38:45;1
1155;5;20.11.2013-09:10:39;1
1155;2;19.12.2013-10:02:24;1
1155;3;03.01.2014-10:02:38;2
1156;0;14.09.2011-15:45:59;0
1156;1;26.09.2011-15:57:04;1
1156;2;28.09.2011-07:56:30;1
1156;3;28.10.2011-15:51:18;4
1157;0;23.06.2011-07:35:48;7
1157;0;23.06.2011-07:36:08;7
1157;1;23.06.2011-09:52:00;10
1157;5;23.06.2011-10:00:20;10
1157;1;21.07.2011-13:33:50;10
1157;2;21.07.2011-13:33:58;10
1157;3;05.08.2011-13:34:19;4
1158;0;20.11.2013-11:53:42;17
1158;1;28.11.2013-08:48:10;3
1158;5;28.11.2013-10:48:42;3
1158;2;06.12.2013-14:03:58;3
1158;3;21.12.2013-14:04:11;2
1159;0;14.04.2011-07:32:36;12
1159;1;14.04.2011-07:58:44;7
1159;2;14.04.2011-15:03:02;16
1159;3;28.05.2011-07:40:40;4
1160;0;18.07.2012-09:00:13;0
1160;1;20.07.2012-07:52:34;3
1160;2;20.07.2012-10:07:28;3
1160;3;01.09.2012-08:14:21;4
1161;0;26.01.2011-14:45:02;7
1161;1;27.01.2011-08:40:54;1
1161;2;31.01.2011-13:34:41;1
1161;3;13.03.2011-14:50:35;4
1162;0;24.07.2012-07:38:39;0
1162;2;24.07.2012-07:39:01;0
1162;3;06.09.2012-07:40:23;4
1163;0;01.03.2013-16:50:10;0
1163;1;25.03.2013-17:00:20;3
1163;2;27.03.2013-08:27:00;3
1163;3;11.04.2013-07:27:14;2
1164;0;15.09.2010-07:50:56;13
1164;1;15.09.2010-07:51:39;13
1164;2;15.09.2010-07:52:02;13
1164;3;29.10.2010-08:00:22;4
1165;0;25.10.2010-13:16:01;8
1165;1;26.10.2010-07:49:21;1
1165;2;26.10.2010-07:50:24;1
1165;3;26.11.2010-14:22:13;4
1166;0;14.02.2011-09:03:48;7
1166;1;14.02.2011-09:04:20;7
1166;5;15.02.2011-16:14:19;1
1166;1;14.03.2011-09:31:02;1
1166;2;14.03.2011-09:31:18;1
1166;3;12.04.2011-10:32:07;4
1167;0;17.06.2011-15:59:46;8
1167;5;17.06.2011-16:00:22;8
1167;1;06.07.2011-16:08:34;1
1167;2;19.07.2011-07:57:22;9
1167;2;19.07.2011-07:57:23;9
1167;3;03.08.2011-07:57:38;4
1168;0;30.07.2012-15:03:11;3
1168;2;31.07.2012-13:37:16;3
1168;3;14.09.2012-15:11:18;4
1169;0;31.01.2011-09:12:34;7
1169;1;31.01.2011-10:43:27;1
1169;2;01.02.2011-16:37:01;1
1169;3;03.03.2011-09:20:27;4
1170;0;13.12.2011-08:19:55;0
1170;1;13.12.2011-11:13:25;1
1170;2;13.12.2011-11:22:43;1
1170;3;28.01.2012-08:21:08;4
1171;0;19.03.2012-10:50:29;0
1171;1;29.03.2012-14:18:31;1
1171;5;02.04.2012-07:52:47;1
1171;2;02.04.2012-09:05:06;1
1171;3;19.04.2012-12:10:39;4
1172;0;22.06.2010-14:33:44;1
1172;1;30.06.2010-15:24:53;1
1172;5;01.07.2010-09:02:51;1
1172;1;06.07.2010-09:36:29;1
1172;6;06.07.2010-10:36:50;1
1172;2;12.07.2010-08:37:51;1
1172;1;14.07.2010-14:02:02;1
1172;2;15.07.2010-10:19:02;1
1172;3;30.07.2010-10:19:31;4
1173;0;18.05.2011-08:34:39;7
1173;1;18.05.2011-08:35:01;7
1173;2;18.05.2011-15:55:18;9
1173;3;07.07.2011-08:40:29;4
1174;0;11.01.2012-15:59:39;0
1174;1;16.01.2012-09:46:04;8
1174;2;16.01.2012-11:20:57;8
1174;1;16.01.2012-11:21:55;8
1174;2;16.01.2012-11:45:15;8
1174;3;26.02.2012-16:00:27;4
1175;0;29.11.2012-08:35:40;0
1175;1;04.12.2012-08:56:43;1
1175;5;17.12.2012-08:47:55;1
1175;2;11.01.2013-10:53:32;1
1175;3;26.01.2013-10:53:51;2
1176;0;12.12.2011-10:23:38;0
1176;1;12.12.2011-11:37:24;8
1176;2;13.12.2011-14:00:43;8
1176;3;12.01.2012-10:30:18;4
1177;0;05.04.2011-08:07:00;12
1177;1;05.04.2011-08:07:14;12
1177;2;05.04.2011-08:09:39;12
1177;3;08.05.2011-08:10:44;4
1178;0;10.10.2012-10:42:01;0
1178;1;10.10.2012-15:22:17;2
1178;5;16.10.2012-08:55:52;3
1178;2;09.11.2012-16:00:57;3
1178;3;24.11.2012-16:01:14;2
1179;0;01.07.2010-14:30:32;18
1179;1;09.08.2010-09:34:20;11
1179;5;09.08.2010-09:34:30;11
1179;1;10.08.2010-16:06:20;11
1179;2;10.08.2010-16:07:04;11
1179;3;25.08.2010-16:07:18;4
1180;0;13.02.2012-09:15:33;8
1180;1;13.02.2012-09:19:18;1
1180;2;13.02.2012-11:42:19;1
1180;3;21.03.2012-09:20:34;4
1181;0;04.03.2011-09:29:57;7
1181;1;04.03.2011-09:30:34;7
1181;2;18.03.2011-08:21:06;1
1181;3;06.04.2011-08:32:32;4
1182;0;08.07.2010-15:35:41;18
1182;1;08.07.2010-15:41:10;8
1182;5;08.07.2010-15:41:22;8
1182;1;09.07.2010-08:38:50;8
1182;2;09.07.2010-08:38:59;8
1182;3;21.08.2010-15:40:29;4
1183;0;20.05.2010-13:58:47;1
1183;1;26.05.2010-16:12:55;1
1183;2;26.05.2010-16:14:20;1
1183;3;23.06.2010-14:00:18;4
1184;0;10.08.2012-06:49:50;3
1184;1;10.08.2012-07:33:45;3
1184;2;10.08.2012-07:42:42;12
1184;3;14.09.2012-16:00:28;4
1185;0;05.10.2011-08:59:00;0
1185;1;21.10.2011-08:18:58;1
1185;2;21.10.2011-08:27:54;1
1185;3;05.11.2011-10:00:22;4
1186;0;24.07.2012-07:22:02;0
1186;1;24.07.2012-08:11:53;12
1186;2;24.07.2012-14:39:54;12
1186;3;08.09.2012-07:30:31;4
1187;0;03.05.2012-15:51:50;0
1187;1;09.05.2012-16:06:27;0
1187;2;10.05.2012-09:19:59;0
1187;3;09.06.2012-16:00:44;4
1188;0;04.03.2011-09:10:16;8
1188;1;04.03.2011-09:10:37;8
1188;5;04.03.2011-09:25:12;8
1188;1;14.04.2011-08:43:04;8
1188;2;14.04.2011-08:43:14;8
1188;3;29.04.2011-08:43:32;4
1189;0;02.01.2012-10:49:47;0
1189;1;02.01.2012-10:49:58;0
1189;2;02.01.2012-12:00:55;0
1189;2;02.01.2012-12:00:56;0
1189;3;17.02.2012-10:50:35;4
1190;0;08.02.2010-15:06:58;15
1190;1;08.02.2010-15:12:00;15
1190;5;08.02.2010-15:12:28;15
1190;1;25.02.2010-16:56:34;11
1190;2;26.02.2010-09:09:32;11
1190;3;28.03.2010-08:10:03;4
1191;1;27.03.2012-09:53:32;3
1191;2;29.03.2012-07:37:55;1
1191;3;10.05.2012-10:00:20;4
1192;0;25.01.2013-09:16:39;12
1192;1;18.02.2013-10:49:57;0
1192;2;20.02.2013-16:26:46;0
1192;3;07.03.2013-16:27:00;2
1193;0;10.01.2011-10:50:41;7
1193;0;12.01.2011-08:54:14;1
1193;1;12.01.2011-09:32:22;1
1193;2;12.01.2011-14:40:13;1
1193;3;10.03.2011-11:00:47;4
1194;0;24.01.2012-13:27:17;0
1194;1;31.01.2012-11:29:27;0
1194;2;07.02.2012-10:01:30;0
1194;3;08.03.2012-10:01:56;4
1195;0;02.02.2010-10:17:37;1
1195;1;15.02.2010-16:21:37;9
1195;2;15.02.2010-16:22:30;9
1195;3;20.03.2010-10:20:28;4
1196;0;20.12.2011-09:21:55;0
1196;0;20.12.2011-09:44:46;0
1196;1;21.12.2011-10:09:33;3
1196;5;21.12.2011-11:24:14;8
1196;2;22.12.2011-15:48:16;8
1196;3;05.02.2012-13:50:46;4
1197;0;07.03.2012-15:57:18;1
1197;2;07.03.2012-15:59:42;1
1197;2;07.03.2012-15:59:43;1
1197;3;28.04.2012-15:00:45;4
1198;0;21.02.2012-15:27:29;12
1198;1;22.02.2012-08:57:31;8
1198;2;22.02.2012-10:17:46;8
1198;3;23.03.2012-15:31:22;4
1199;0;08.06.2011-13:51:32;7
1199;1;09.06.2011-07:07:27;9
1199;2;13.06.2011-16:17:20;9
1199;3;09.07.2011-14:00:19;4
1200;0;15.05.2012-07:07:16;0
1200;1;15.05.2012-07:16:00;3
1200;2;15.05.2012-13:59:20;3
1200;3;07.07.2012-07:10:57;4
1201;0;06.09.2010-10:26:13;18
1201;0;08.09.2010-14:56:29;1
1201;1;09.09.2010-07:37:19;15
1201;2;09.09.2010-07:56:27;15
1201;3;04.11.2010-11:30:36;4
1202;0;08.09.2011-13:30:42;5
1202;1;03.10.2011-10:32:48;12
1202;2;03.10.2011-10:39:13;12
1202;3;18.10.2011-10:39:25;4
1203;0;30.06.2010-09:08:26;8
1203;1;29.07.2010-13:25:46;8
1203;5;29.07.2010-13:38:22;8
1203;1;30.07.2010-08:08:27;8
1203;2;30.07.2010-08:08:57;8
1203;1;04.08.2010-10:52:02;8
1203;2;05.08.2010-10:53:57;8
1203;3;20.08.2010-10:54:20;4
1204;0;13.06.2011-09:22:41;12
1204;1;13.06.2011-09:22:52;12
1204;2;13.06.2011-09:23:20;12
1204;3;16.07.2011-09:32:26;4
1205;0;03.03.2011-14:28:56;7
1205;1;03.03.2011-14:29:37;7
1205;2;04.03.2011-17:00:05;12
1205;3;05.04.2011-13:32:25;4
1206;0;04.05.2011-13:49:39;7
1206;1;18.05.2011-10:28:05;1
1206;5;18.05.2011-10:43:36;11
1206;2;24.05.2011-09:31:18;11
1206;3;08.06.2011-09:31:44;4
1207;0;10.02.2012-08:59:22;8
1207;1;10.02.2012-08:59:55;8
1207;2;10.02.2012-17:05:32;8
1207;3;06.04.2012-08:00:36;4
1208;0;18.04.2011-10:48:58;1
1208;1;19.04.2011-08:39:22;1
1208;2;19.04.2011-10:48:39;1
1208;3;10.06.2011-10:50:45;4
1209;0;27.06.2013-10:48:58;0
1209;5;27.06.2013-10:49:24;0
1209;2;23.07.2013-09:40:47;0
1209;3;07.08.2013-09:41:00;2
1210;0;24.05.2010-12:25:24;5
1210;0;04.06.2010-13:04:07;1
1210;1;04.06.2010-13:04:18;1
1210;2;04.06.2010-13:05:47;1
1210;3;25.06.2010-12:30:29;4
1211;0;19.05.2011-15:29:29;7
1211;1;19.05.2011-15:29:52;7
1211;2;20.05.2011-07:56:24;8
1211;3;21.06.2011-15:30:25;4
1212;0;04.01.2011-14:22:59;7
1212;1;20.01.2011-08:29:18;1
1212;2;21.01.2011-09:45:18;1
1212;3;20.02.2011-09:45:50;4
1213;0;15.03.2011-09:06:36;7
1213;1;15.03.2011-09:11:14;7
1213;1;15.03.2011-09:16:59;8
1213;2;15.03.2011-09:29:40;1
1213;3;17.04.2011-08:11:02;4
1214;0;07.02.2012-10:27:05;0
1214;1;07.02.2012-11:04:13;8
1214;2;08.02.2012-13:35:19;8
1214;3;09.03.2012-10:32:07;4
1215;0;01.06.2012-08:26:11;0
1215;1;04.06.2012-07:55:24;1
1215;2;07.06.2012-15:07:55;1
1215;3;04.07.2012-08:30:28;4
1216;0;11.01.2012-11:00:46;0
1216;1;11.01.2012-11:00:55;0
1216;2;30.01.2012-08:29:07;0
1216;3;14.02.2012-08:29:19;4
1217;0;28.07.2010-16:07:39;8
1217;1;25.08.2010-10:15:54;18
1217;5;25.08.2010-10:19:50;18
1217;1;27.08.2010-12:53:35;18
1217;2;27.08.2010-12:56:35;18
1217;3;11.09.2010-12:56:45;4
1218;0;25.01.2012-16:22:05;0
1218;1;25.01.2012-16:43:36;12
1218;2;02.02.2012-11:01:41;12
1218;3;11.03.2012-16:30:25;4
1219;0;21.10.2010-12:42:29;8
1219;1;21.10.2010-13:57:26;8
1219;2;21.10.2010-13:59:06;8
1219;3;09.12.2010-13:50:32;4
1220;0;10.05.2013-12:41:48;13
1220;1;28.05.2013-07:02:02;0
1220;5;28.05.2013-07:43:53;0
1220;2;06.06.2013-07:05:14;0
1220;3;21.06.2013-07:05:34;2
1221;0;27.09.2011-12:49:52;0
1221;1;30.09.2011-13:46:52;8
1221;2;06.10.2011-07:34:32;8
1221;3;05.11.2011-08:34:57;4
1222;0;26.01.2010-11:36:21;1
1222;1;26.01.2010-11:36:30;1
1222;2;26.01.2010-16:06:29;1
1222;1;27.01.2010-14:28:58;1
1222;2;08.02.2010-11:54:13;1
1222;3;11.03.2010-11:40:48;4
1223;0;04.11.2010-08:56:44;1
1223;1;04.11.2010-13:53:48;5
1223;2;05.11.2010-11:34:32;5
1223;3;18.12.2010-09:00:55;4
1224;0;03.08.2011-12:14:54;8
1224;2;11.08.2011-07:32:57;8
1224;3;01.10.2011-12:20:25;4
1225;0;28.10.2011-08:12:21;0
1225;2;28.10.2011-13:47:35;0
1225;2;28.10.2011-13:47:35;0
1225;3;30.11.2011-09:20:33;4
1226;0;17.02.2011-08:20:28;7
1226;1;18.02.2011-10:44:10;1
1226;5;02.03.2011-15:25:06;1
1226;1;02.03.2011-15:28:01;1
1226;5;02.03.2011-15:38:40;1
1226;1;30.03.2011-10:25:28;1
1226;2;30.03.2011-10:25:39;1
1226;3;16.04.2011-13:20:14;4
1227;0;08.03.2011-13:29:52;7
1227;1;08.03.2011-14:36:37;5
1227;2;08.03.2011-14:37:31;5
1227;3;06.05.2011-12:30:37;4
1228;0;18.01.2012-13:49:23;1
1228;1;18.01.2012-13:49:32;1
1228;2;25.01.2012-08:31:08;1
1228;3;24.02.2012-13:50:30;4
1229;0;23.07.2012-15:34:10;12
1229;1;23.07.2012-15:34:20;12
1229;2;05.09.2012-14:49:30;12
1229;3;20.09.2012-14:49:47;2
1230;0;26.10.2010-08:10:17;1
1230;1;26.10.2010-14:31:56;6
1230;2;26.10.2010-14:32:05;6
1230;3;27.11.2010-09:20:23;4
1231;0;19.10.2010-13:44:24;1
1231;1;20.10.2010-14:16:30;6
1231;2;20.10.2010-14:16:43;6
1231;3;03.12.2010-14:50:21;4
1232;0;26.06.2012-07:05:06;0
1232;1;26.06.2012-08:04:31;14
1232;2;26.06.2012-15:10:47;0
1232;3;27.07.2012-07:10:38;4
1233;0;21.07.2011-13:31:45;8
1233;1;25.07.2011-10:42:21;8
1233;5;29.07.2011-08:11:46;8
1233;2;29.07.2011-09:35:08;8
1233;3;23.08.2011-15:00:21;4
1234;0;22.11.2013-08:17:09;0
1234;1;27.11.2013-13:53:27;1
1234;5;29.11.2013-13:55:35;13
1234;5;04.12.2013-11:53:09;13
1234;2;10.12.2013-08:08:28;19
1234;3;25.12.2013-08:08:46;2
1235;0;20.01.2012-11:58:38;1
1235;1;27.01.2012-09:24:34;1
1235;5;10.02.2012-16:27:16;1
1235;2;28.02.2012-15:51:07;1
1235;3;14.03.2012-15:51:15;4
1236;0;29.09.2010-08:13:24;8
1236;1;29.09.2010-08:24:50;1
1236;2;29.09.2010-08:33:08;1
1236;3;30.10.2010-08:20:40;4
1237;0;02.04.2013-16:07:02;1
1237;1;04.04.2013-13:19:03;1
1237;5;05.04.2013-14:15:41;8
1237;7;10.04.2013-07:51:04;8
1237;2;18.04.2013-12:34:46;8
1237;3;03.05.2013-12:35:00;2
1238;0;15.04.2013-14:41:38;3
1238;1;15.04.2013-15:04:56;3
1238;5;30.04.2013-10:24:11;3
1238;2;02.05.2013-13:21:41;3
1238;3;17.05.2013-13:22:01;2
1239;0;12.01.2011-08:36:24;1
1239;1;12.01.2011-08:36:40;1
1239;2;18.01.2011-14:10:14;1
1239;3;18.02.2011-08:40:53;4
1240;0;12.05.2011-08:15:54;7
1240;1;13.05.2011-13:24:34;1
1240;2;17.05.2011-13:58:46;14
1240;3;06.07.2011-08:39:44;4
1241;0;03.08.2010-13:32:39;8
1241;1;03.09.2010-13:20:03;1
1241;2;03.09.2010-13:20:38;1
1241;3;18.09.2010-13:20:54;4
1242;0;28.04.2011-13:14:17;7
1242;1;28.04.2011-13:15:05;7
1242;2;10.05.2011-15:22:45;1
1242;3;31.05.2011-13:20:33;4
1243;0;03.01.2012-14:28:01;0
1243;1;09.01.2012-11:30:54;5
1243;2;09.01.2012-11:34:14;5
1243;3;16.02.2012-14:31:09;4
1244;0;11.03.2010-14:28:06;14
1244;1;15.03.2010-10:14:59;14
1244;5;15.03.2010-10:15:11;14
1244;1;23.03.2010-08:27:31;14
1244;2;23.03.2010-08:27:39;14
1244;1;23.03.2010-14:37:15;14
1244;5;23.03.2010-14:37:26;14
1244;1;24.03.2010-11:28:29;1
1244;6;24.03.2010-11:28:37;1
1244;2;07.04.2010-08:18:56;14
1244;1;13.04.2010-08:14:05;14
1244;2;13.04.2010-08:16:05;14
1244;3;28.04.2010-08:16:18;4
1245;0;24.04.2013-14:23:56;13
1245;1;08.05.2013-08:22:19;8
1245;5;08.05.2013-12:46:37;8
1245;2;17.05.2013-16:00:47;8
1245;3;01.06.2013-16:01:04;2
1246;0;28.07.2010-10:24:44;8
1246;1;29.07.2010-09:04:00;8
1246;5;29.07.2010-09:04:40;8
1246;1;02.08.2010-12:24:32;8
1246;2;02.08.2010-12:25:14;8
1246;3;28.08.2010-10:30:17;4
1247;0;28.12.2011-15:03:25;0
1247;1;02.01.2012-08:52:16;3
1247;5;11.01.2012-13:50:22;3
1247;5;17.01.2012-13:37:05;1
1247;2;18.01.2012-16:54:54;3
1247;3;02.02.2012-16:55:07;4
1248;4;07.01.2013-16:50:16;12
1248;5;17.01.2013-16:17:07;1
1248;5;28.01.2013-11:00:38;12
1248;5;06.02.2013-16:41:57;1
1248;5;07.02.2013-15:11:17;1
1249;1;03.05.2013-12:41:17;0
1249;5;03.05.2013-12:43:38;0
1249;2;03.06.2013-08:04:28;0
1249;1;03.06.2013-09:18:01;0
1249;5;03.06.2013-09:18:28;0
1249;2;07.06.2013-10:37:19;0
1249;3;22.06.2013-10:37:36;2
1250;0;18.07.2012-10:59:39;0
1250;1;19.07.2012-14:24:54;1
1250;5;19.07.2012-15:57:30;1
1250;2;25.07.2012-15:49:27;1
1250;3;08.09.2012-10:51:31;4
1251;0;01.04.2011-09:04:45;7
1251;1;01.04.2011-09:05:07;7
1251;2;05.04.2011-13:06:00;12
1251;2;05.04.2011-13:06:00;12
